County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,
"Denton County, Texas",2012,667934,328729,339205,50095,52767,51431,48091,50095,50095,50763,56106,52767,52099,44084,34733,27385,19370,10687,7347,5343,4676,
"DeWitt County, Texas",2012,20156,10587,9569,1149,1129,1250,1391,967,1028,1270,1230,1250,1572,1512,1471,1169,1129,726,826,585,524,
"Highland County, Virginia",2012,2399,1293,1106,118,113,113,166,113,149,118,230,72,190,192,259,127,154,101,67,38,84,
"Dimmit County, Texas",2012,10054,4854,5200,824,875,704,875,724,412,543,342,764,694,643,643,523,603,221,292,70,302,
"Catron County, New Mexico",2012,3652,1819,1833,179,135,296,438,212,183,110,248,139,245,212,237,248,278,139,135,124,99,
"Duval County, Texas",2012,11821,6150,5671,804,780,839,875,934,721,697,615,709,887,686,674,662,768,366,355,307,154,
"Eastland County, Texas",2012,18519,9065,9454,1074,1222,1111,1537,1148,982,833,1074,944,1093,1333,1315,1130,1111,926,593,593,519,
"Ector County, Texas",2012,138193,68365,69828,12161,11055,10641,10641,11194,10917,9259,8844,7739,8844,9121,7877,5804,4422,3317,2626,2073,1520,
"Edwards County, Texas",2012,2023,983,1040,85,164,103,166,101,42,103,134,111,115,212,136,129,154,105,63,40,59,
"Ellis County, Texas",2012,149712,73896,75816,10779,12576,11827,11977,9282,8983,9282,10779,10180,11079,10929,9132,7486,5390,3893,2845,1647,1497,
"El Paso County, Texas",2012,801115,388798,412317,65691,64089,68095,68896,64089,56879,51271,52072,52874,51271,48868,40857,33647,24835,20028,16022,12017,9613,
"Erath County, Texas",2012,38192,18738,19454,2406,2292,2139,3819,5461,2521,2062,1986,2139,2368,2253,2062,1948,1604,917,1031,573,687,
"Falls County, Texas",2012,17756,8232,9524,1065,977,1154,1403,1101,1083,1136,1243,1083,1296,1243,1048,1154,835,639,497,444,408,
"Fannin County, Texas",2012,33867,17887,15980,1930,2201,1964,2235,2066,1964,1998,2337,1998,2540,2472,2303,1964,1930,1389,914,711,881,
"Fayette County, Texas",2012,24557,12063,12494,1326,1719,1375,1449,1056,1056,1179,1179,1351,1793,2038,1891,1744,1523,1228,1130,688,835,
"Fisher County, Texas",2012,3963,2001,1962,210,266,289,230,293,159,214,226,226,285,230,285,186,242,242,166,83,131,
"Shelby County, Missouri",2012,6439,3149,3290,496,528,560,470,309,322,393,277,399,470,361,335,393,232,303,232,161,200,
"Foard County, Texas",2012,1273,592,681,87,59,61,101,34,56,67,92,99,103,39,51,115,76,81,53,36,64,
"Fort Bend County, Texas",2012,587666,288637,299029,43487,49952,49364,45838,31734,34085,38786,45250,47601,46426,45838,37611,27620,17042,10578,7052,5289,4114,
"Franklin County, Texas",2012,10593,5263,5330,689,699,794,625,593,487,519,434,879,773,710,530,837,763,403,392,318,148,
"Freestone County, Texas",2012,19631,10363,9268,1237,1413,1178,1197,864,1237,1374,923,1472,1413,1492,1394,1139,1099,785,589,491,334,
"Frio County, Texas",2012,17265,10091,7174,1122,1105,1226,1485,1537,1606,1329,1105,898,1139,1070,777,811,656,501,345,294,242,
"Gaines County, Texas",2012,17572,8905,8667,1775,1652,1599,1511,1265,1212,1160,1089,984,1107,1089,931,545,351,457,351,228,264,
"Galveston County, Texas",2012,292874,144823,148051,19915,20208,21380,20794,17572,19037,19330,18451,20794,22844,23137,20501,15522,11129,7908,6443,4100,3514,
"Garza County, Texas",2012,6295,4014,2281,434,283,164,220,384,504,617,655,497,680,409,346,308,246,170,208,113,57,
"Gillespie County, Texas",2012,24777,12010,12767,1214,1338,1437,1239,1165,942,991,1065,1412,1660,1784,2007,1908,1858,1437,1561,867,842,
"Glasscock County, Texas",2012,1255,698,557,60,100,132,118,51,68,24,77,117,105,104,110,46,50,46,31,8,5,
"Charles City County, Virginia",2012,7223,3620,3603,404,412,455,455,224,419,289,282,744,404,585,614,527,404,347,231,231,181,
"Montague County, Texas",2012,19773,9890,9883,1463,1621,1443,1483,1048,1167,1167,1147,1305,1186,1404,1325,910,811,910,613,356,435,
"Gray County, Texas",2012,22731,11893,10838,1682,1546,1409,1387,1364,1500,1478,1546,1523,1546,1546,1409,1182,1137,636,750,614,477,
"Grayson County, Texas",2012,120641,58707,61934,7842,7962,8324,8445,7721,6997,6756,7118,7721,8807,8927,8324,6997,5670,4826,3137,2775,2533,
"Gregg County, Texas",2012,121451,59560,61891,9109,8623,8259,8866,8987,8623,7894,6801,7894,8137,8502,7166,6315,4615,3765,3158,2672,2308,
"Grimes County, Texas",2012,26564,14462,12102,1567,1647,1700,1727,1488,1780,1620,1992,1594,2072,2045,2019,1514,1408,903,584,505,398,
"Guadalupe County, Texas",2012,131945,64972,66973,9104,9896,10556,10424,7521,7653,8313,9104,9764,10160,9236,7785,6861,6069,3035,2903,2111,1451,
"Hale County, Texas",2012,36153,18761,17392,2928,2892,2928,2820,2892,2495,2314,2314,2133,2314,2278,1952,1482,1338,904,795,759,578,
"Hall County, Texas",2012,3337,1660,1677,210,214,250,294,123,154,123,214,154,190,260,217,197,227,150,164,113,87,
"Hamilton County, Texas",2012,8448,4150,4298,456,439,591,524,380,372,389,406,482,583,583,524,642,574,490,389,321,304,
"Hansford County, Texas",2012,5556,2808,2748,428,444,478,589,239,222,250,406,456,306,372,317,283,172,233,172,78,111,
"Hardeman County, Texas",2012,4124,2010,2114,260,322,264,223,148,280,227,190,235,297,367,326,173,256,181,173,124,82,
"Hardin County, Texas",2012,54497,26845,27652,3706,4196,3815,3651,3161,3270,3324,3324,3760,4087,4033,3542,3161,2452,1744,1253,1035,981,
"Harris County, Texas",2012,4101752,2042408,2059344,336344,319937,303530,299428,299428,340445,324038,307631,283021,278919,270716,225596,176375,118951,82035,57425,41018,41018,
"Harrison County, Texas",2012,65958,32401,33557,4617,4881,4551,4683,4617,4023,3957,3957,4221,4617,4683,4419,3826,2968,2111,1913,857,1055,
"Hartley County, Texas",2012,6015,3707,2308,337,409,343,283,168,415,608,511,505,565,457,289,325,259,162,162,84,120,
"La Salle County, Texas",2012,5891,3025,2866,318,359,330,389,371,171,365,401,342,371,406,306,471,224,353,300,277,141,
"Hays County, Texas",2012,158464,78884,79580,10617,11251,10617,15054,19808,11092,10300,10776,9508,10142,9666,8716,7289,5388,3011,2377,1743,1268,
"Hemphill County, Texas",2012,3863,1931,1932,290,309,382,259,143,240,286,232,267,151,305,220,240,197,66,112,39,131,
"Henderson County, Texas",2012,78558,38513,40045,4635,5185,4949,5106,4321,4085,3928,4085,5185,5342,5656,5106,5813,5263,3535,2671,2121,1493,
"Hidalgo County, Texas",2012,774820,377671,397149,75932,76707,72058,68959,57337,54237,53463,55012,46489,42615,37966,32542,28668,22470,17821,13947,10847,8523,
"Hill County, Texas",2012,35079,17127,17952,2280,2561,2280,2350,2000,1929,1824,1894,2105,2315,2420,2596,2070,2000,1579,1263,842,772,
"Hockley County, Texas",2012,22988,11458,11530,1678,2000,1448,2069,1862,1517,1310,1195,1310,1563,1540,1471,1057,965,736,575,345,322,
"Hood County, Texas",2012,51161,25250,25911,2865,3070,2814,3223,2456,2405,2507,2865,2660,3632,3786,4144,3735,3581,2763,2302,1228,1023,
"Hopkins County, Texas",2012,35088,17351,17737,2456,2421,2456,2491,1930,2105,1895,2281,2140,2632,2386,2140,2246,1789,1298,1053,702,667,
"Houston County, Texas",2012,23512,12762,10750,1199,1199,1434,1599,1246,1293,1082,1340,1834,1646,1999,1669,1434,1246,1176,870,635,635,
"Howard County, Texas",2012,34927,19624,15303,2270,2270,1956,2480,2340,2515,2585,2375,2550,2585,2550,2165,1711,1502,1048,943,629,524,
"Hudspeth County, Texas",2012,3407,1720,1687,245,341,208,307,160,238,164,194,232,221,201,256,164,204,82,95,58,37,
"Hunt County, Texas",2012,85955,42569,43386,5673,6275,5759,6275,6017,5157,4813,5415,5587,6275,6275,5157,5243,4040,3008,1977,1375,1547,
"Hutchinson County, Texas",2012,21992,10956,11036,1517,1583,1583,1627,1188,1364,1385,1385,1276,1407,1671,1561,1166,1012,682,682,506,374,
"Irion County, Texas",2012,1596,774,822,77,145,144,88,38,112,101,96,77,145,129,124,107,65,49,29,45,22,
"Jack County, Texas",2012,9027,5137,3890,451,533,542,668,650,551,596,560,596,731,704,533,551,379,397,253,190,135,
"Jackson County, Texas",2012,14075,6839,7236,1042,873,1070,1027,732,788,802,887,704,1042,1013,957,845,591,563,493,408,225,
"Jasper County, Texas",2012,35703,17570,18133,2464,2606,2249,2464,1749,2178,1892,2071,2356,2464,2535,2499,2249,1928,1428,1357,750,500,
"Jeff Davis County, Texas",2012,2319,1192,1127,125,100,72,216,93,46,63,60,186,195,195,181,153,232,162,88,56,102,
"Jefferson County, Texas",2012,251627,128630,122997,17111,16104,16356,17866,19375,18620,16859,15349,16356,18117,18620,15601,13085,9310,6794,6291,5284,4278,
"Jim Hogg County, Texas",2012,5257,2885,2372,405,310,326,342,762,126,221,247,447,305,263,252,442,205,305,42,179,84,
"Jim Wells County, Texas",2012,41014,20450,20564,3322,2707,3773,3281,2625,2625,2379,2256,2543,2666,2830,2584,2051,1682,1230,1107,779,574,
"Johnson County, Texas",2012,151174,75687,75487,10733,11489,11792,11187,8919,9373,9675,10582,10129,11489,10885,10129,7256,6349,4384,3175,1965,1663,
"Bandera County, Texas",2012,20137,12478,7659,926,987,1047,1168,1470,1712,1611,1329,1651,1792,1410,1248,1047,826,644,524,423,342,
"Karnes County, Texas",2012,14936,8993,5943,807,687,911,851,1284,1284,1270,1090,971,1046,1016,941,687,478,538,433,314,329,
"Douglas County, Oregon",2012,103385,50881,52504,7650,8271,8684,7547,5686,6306,6927,7237,7754,7650,7444,6410,4962,3929,2688,1964,1344,930,
"Kendall County, Texas",2012,33745,16697,17048,1755,2160,2598,2463,1519,1384,1485,1721,2733,2632,2565,2396,2733,1957,1282,979,607,810,
"Kenedy County, Texas",2012,451,193,258,20,23,59,21,5,10,51,21,15,27,31,35,36,12,28,40,17,0,
"Kent County, Texas",2012,829,406,423,47,50,34,40,69,52,26,26,51,62,32,60,80,47,53,26,37,37,
"Kerr County, Texas",2012,49469,24005,25464,2572,2721,2770,3265,2671,2325,2127,2276,2572,3117,3512,3562,3512,3463,2869,2226,2028,1880,
"Kimble County, Texas",2012,4577,2354,2223,220,137,325,243,197,128,197,179,243,339,375,467,398,467,233,146,73,215,
"King County, Texas",2012,227,122,105,0,4,10,16,1,6,5,6,13,35,29,40,21,10,11,12,0,8,
"Kinney County, Texas",2012,3574,1869,1705,232,229,225,222,139,204,172,150,179,207,236,340,372,243,143,143,122,36,
"Kleberg County, Texas",2012,31925,16209,15716,2490,2139,1947,3001,4278,2682,1756,1724,1660,1724,1756,1469,1628,1149,894,607,543,479,
"Knox County, Texas",2012,3713,1828,1885,278,171,327,201,134,278,208,193,249,204,267,204,204,178,178,149,123,171,
"Lamar County, Texas",2012,49740,23936,25804,3233,3333,3333,3631,3134,2636,2586,2835,3581,3432,3382,3084,3084,2736,2039,1492,1144,995,
"Lamb County, Texas",2012,13996,6942,7054,1176,1008,1204,1078,854,798,770,686,882,910,882,672,840,588,560,476,308,322,
"Lampasas County, Texas",2012,19837,9828,10009,1270,1309,1508,1369,1051,972,1032,1329,1309,1527,1389,1270,1309,1151,734,476,417,417,
"La Salle County, Texas",2012,6850,3802,3048,555,329,630,582,486,521,541,397,473,425,288,349,377,315,240,206,110,41,
"Madison County, Florida",2012,19269,9331,9938,1214,1445,1098,1041,867,1041,867,1041,963,1368,1445,1484,1349,1079,886,790,597,694,
"Lee County, Texas",2012,16591,8334,8257,1029,1228,1195,1360,879,763,863,879,1195,1128,1360,1112,896,896,531,415,581,282,
"Hughes County, South Dakota",2012,16827,8357,8470,1043,909,1127,1094,707,841,774,892,1026,1161,1262,1212,1195,1127,993,471,488,505,
"Liberty County, Texas",2012,75662,37191,38471,5221,5523,5221,5448,5221,4994,5221,5069,5069,5675,5599,5069,4010,2799,2194,1589,984,908,
"Itawamba County, Mississippi",2012,23350,12270,11080,1518,1588,1424,1471,1448,1658,1471,1588,1261,1564,1635,1564,1448,1354,724,701,490,467,
"Woodson County, Kansas",2012,3324,1710,1614,316,193,226,293,186,226,160,206,206,299,189,199,163,143,120,60,90,47,
"Jackson County, Tennessee",2012,11526,6285,5241,553,611,680,830,553,645,772,692,738,818,830,876,692,680,588,334,334,288,
"Llano County, Texas",2012,19115,9249,9866,784,994,765,956,631,688,612,841,688,1090,1415,1529,2064,1912,1434,1070,918,726,
"Loving County, Texas",2012,85,65,20,0,0,0,0,3,7,22,0,10,13,6,17,2,5,0,0,0,0,
"Lubbock County, Texas",2012,278339,137494,140845,19762,18927,17814,23380,35071,22267,17814,15587,15309,16979,16979,15030,12525,9742,6958,6123,4175,3897,
"Lynn County, Texas",2012,5886,2955,2931,418,465,406,494,271,318,294,235,465,494,441,359,300,247,241,212,159,65,
"McCulloch County, Texas",2012,8281,4093,4188,522,613,613,530,373,373,455,530,472,431,555,638,662,340,489,257,273,174,
"McLennan County, Texas",2012,234626,113992,120634,16658,16424,16189,20412,23697,15955,14078,13608,13139,14781,15251,14078,11027,9150,6100,5162,4458,4693,
"Wheeler County, Nebraska",2012,696,417,279,34,8,8,76,42,81,41,31,46,69,52,30,20,16,77,13,47,5,
"Madison County, Texas",2012,13590,7886,5704,734,815,788,1101,1373,1074,1087,978,815,693,734,693,815,571,476,353,231,258,
"Marion County, Texas",2012,10544,5167,5377,590,569,527,527,390,443,548,527,548,917,875,865,896,749,612,432,253,295,
"Martin County, Texas",2012,4804,2369,2435,375,394,394,437,255,250,293,250,351,307,351,264,255,207,130,101,34,154,
"Mason County, Texas",2012,3978,2032,1946,199,183,235,219,243,151,143,95,318,223,191,370,310,255,418,155,151,123,
"Green County, Wisconsin",2012,36653,18259,18394,2639,2566,2749,2896,2419,1796,1943,2236,2163,2602,2749,2382,2272,1686,1210,1063,770,513,
"Maverick County, Texas",2012,54107,26388,27719,4761,4978,5086,5140,3787,3192,3192,3463,3409,3138,2976,2759,2381,1894,1461,1082,866,541,
"Medina County, Texas",2012,46009,23540,22469,2991,2945,3727,3451,2945,2853,2484,2715,2991,3451,3451,3405,2438,1794,1748,1150,966,644,
"Menard County, Texas",2012,2232,1103,1129,138,80,246,172,62,152,114,49,156,121,141,103,192,179,69,54,76,129,
"Midland County, Texas",2012,138472,68108,70364,11216,10524,10247,10108,10108,11078,9278,7339,9001,9278,10385,8031,6785,4154,3600,3323,2492,1662,
"Milam County, Texas",2012,24691,12164,12527,1728,1778,1877,1654,1210,1284,1333,1383,1309,1852,1679,1531,1704,1259,1111,765,494,741,
"Mills County, Texas",2012,4880,2344,2536,268,317,386,293,229,127,220,244,264,381,410,317,351,307,249,176,185,156,
"Cloud County, Kansas",2012,9367,5824,3543,534,309,646,553,880,843,834,843,571,646,375,599,450,290,440,206,215,122,
"Montague County, Texas",2012,19737,9714,10023,1263,1184,1382,1303,967,928,1026,1086,1243,1303,1401,1283,1401,1342,908,829,434,474,
"Montgomery County, Texas",2012,458339,227220,231119,33459,34834,36667,32542,25667,28875,30250,33000,33000,34834,33917,28417,24750,17875,11917,8250,5500,4583,
"Washington County, Iowa",2012,21765,11125,10640,2024,1959,1915,1741,1524,1524,1371,1545,1328,1371,1328,979,1045,435,631,414,392,218,
"Morris County, Texas",2012,12914,6206,6708,814,775,826,930,646,659,749,646,710,1007,852,891,826,839,529,529,258,426,
"Alpine County, California",2012,1153,634,519,40,71,103,148,18,66,54,48,55,91,83,32,74,68,81,51,50,18,
"Nacogdoches County, Texas",2012,64647,30811,33836,4461,4008,4202,7047,8533,4267,3491,3038,3556,3750,3814,3750,2974,2392,1745,1358,1228,970,
"Navarro County, Texas",2012,47739,23619,24120,3533,3485,3676,3676,2912,2721,2673,2817,3199,3199,3294,3151,2530,2387,1575,1098,907,955,
"Calhoun County, Florida",2012,14372,7367,7005,805,1049,790,1020,905,819,805,934,834,1092,1049,1020,877,819,589,503,302,172,
"Nolan County, Texas",2012,15104,7500,7604,1072,1027,1057,1072,1103,755,801,982,876,1027,952,997,921,891,544,408,287,317,
"Nueces County, Texas",2012,340568,167057,173511,23840,24861,24521,24861,25543,24861,21796,21115,20434,23499,24180,21115,18731,12942,9536,8174,5790,5109,
"Ochiltree County, Texas",2012,10314,5246,5068,970,1145,670,691,619,856,722,908,382,681,629,495,444,309,309,186,124,165,
"Oldham County, Texas",2012,2048,992,1056,115,143,219,154,92,115,106,98,143,156,129,147,115,102,96,39,25,49,
"Orange County, Texas",2012,82306,40722,41584,5350,5515,5926,5844,5103,4938,4609,5432,5350,6173,6338,5597,4527,3704,2881,2469,1399,1152,
"Palo Pinto County, Texas",2012,28010,13779,14231,1905,1877,1989,1877,1653,1541,1513,1625,1765,1905,2129,1989,1709,1457,1260,896,504,504,
"Panola County, Texas",2012,23814,11696,12118,1524,1881,1453,1596,1381,1405,1500,1310,1286,1738,1786,1691,1524,1262,833,738,476,429,
"Parker County, Texas",2012,116820,59104,57716,7126,7944,8878,8878,6659,6308,6542,7593,8294,9696,9229,8061,6776,4906,3972,2804,1519,1402,
"Parmer County, Texas",2012,10172,5216,4956,844,854,854,865,661,692,620,671,519,692,661,509,468,346,346,224,142,173,
"Kossuth County, Iowa",2012,15510,8733,6777,1194,1039,962,977,1039,1179,1132,1024,1101,1163,1132,884,838,651,465,434,233,93,
"Polk County, Texas",2012,45618,24251,21367,2646,2600,2737,2691,2691,2555,2555,2600,2737,3193,3376,3284,3284,2965,2418,1323,1232,776,
"Potter County, Texas",2012,121099,61927,59172,10293,9325,8961,8235,8961,9567,8598,7871,7629,8114,8114,6297,6055,3754,3027,2543,1816,2059,
"Randolph County, Georgia",2012,7678,3886,3792,622,537,614,591,322,276,445,499,438,476,461,537,445,384,392,192,230,223,
"Rains County, Texas",2012,10976,5623,5353,505,648,724,867,395,549,450,560,691,812,812,571,1109,724,691,472,241,154,
"Randall County, Texas",2012,121090,59037,62053,8234,8476,8113,9324,9566,8476,7992,7992,6902,8113,8476,7750,6418,4844,3754,3027,1816,1816,
"Reagan County, Texas",2012,3384,1796,1588,223,298,288,220,264,250,190,257,176,247,237,250,142,122,64,47,78,30,
"Real County, Texas",2012,3326,1697,1629,143,113,190,276,100,96,86,206,133,229,180,309,183,306,286,269,80,136,
"Red River County, Texas",2012,12795,6117,6678,704,653,908,729,614,589,768,729,819,870,883,896,934,934,563,397,448,358,
"Monroe County, West Virginia",2012,13606,7527,6079,952,653,884,1088,898,1034,1061,871,884,830,844,1007,544,531,599,449,190,299,
"Refugio County, Texas",2012,7352,3649,3703,434,360,603,573,434,294,294,360,573,500,529,566,404,346,463,272,213,147,
"Roberts County, Texas",2012,992,467,525,73,21,95,97,37,58,43,49,55,52,120,55,91,60,31,19,20,16,
"Robertson County, Texas",2012,16596,8232,8364,1145,1195,1079,1394,797,830,913,730,1162,1145,1178,1112,996,963,614,465,448,415,
"Rockwall County, Texas",2012,78749,38600,40149,5512,6772,6930,5906,3229,4489,5434,6536,5906,6457,5512,4174,4174,2441,2284,1417,945,551,
"Runnels County, Texas",2012,10473,5201,5272,660,618,796,691,576,492,450,618,660,670,702,744,744,639,440,398,293,283,
"Rusk County, Texas",2012,53211,28099,25112,3459,3139,3618,3618,3352,3725,3406,2873,3884,3884,3991,3459,3086,2341,1809,1277,1117,1171,
"Sabine County, Texas",2012,10642,5238,5404,468,564,639,511,670,277,436,532,468,724,745,841,915,894,766,426,447,309,
"San Augustine County, Texas",2012,8898,4198,4700,516,472,641,614,498,205,285,187,792,730,561,578,721,641,498,436,258,249,
"San Jacinto County, Texas",2012,26482,13006,13476,1615,1695,2013,1695,1457,1298,1165,1562,1377,1801,2304,1907,2013,1615,1245,689,583,424,
"San Patricio County, Texas",2012,65352,32631,32721,4771,4901,5228,5228,4052,3986,3790,3986,4248,4705,4444,3856,3725,3006,1765,1438,1372,850,
"San Saba County, Texas",2012,6037,3275,2762,278,284,561,368,404,447,229,320,411,302,404,386,417,368,272,181,199,211,
"Schleicher County, Texas",2012,3327,1613,1714,263,329,296,200,170,173,196,243,156,193,213,243,190,153,133,87,50,40,
"Scurry County, Texas",2012,16855,8948,7907,1247,1112,1129,1146,1163,1112,1096,1129,843,1264,1264,1129,860,640,624,489,303,287,
"Shackelford County, Texas",2012,3346,1621,1725,177,151,284,228,231,144,100,234,211,258,268,241,217,187,120,141,87,64,
